Device Name,Beta
Device Model,Kestrel DROP 3
Serial Number,2705263
FORMATTED DATE_TIME,Temperature,Relative Humidity,Station Pressure,Heat Index,Dew Point,Density Altitude
yyyy-MM-dd hh:mm:ss a,°F,%,inHg,°F,°F,ft,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
2023-03-21 03:51:25 PM,65.5,28.2,29.52,60.6,31.8,967,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:30 PM,65.5,28.1,29.51,60.4,31.6,974,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:35 PM,65.8,28.0,29.52,60.6,31.8,989,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:40 PM,66.1,28.1,29.52,61.2,32.2,1006,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:45 PM,66.7,28.0,29.52,62.1,32.6,1042,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:50 PM,66.7,27.9,29.52,62.1,32.5,1042,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:51:55 PM,66.5,27.8,29.52,61.7,32.3,1037,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:00 PM,66.1,27.5,29.51,61.2,31.7,1013,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:05 PM,65.9,27.3,29.50,61.0,31.3,1008,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:10 PM,65.2,27.4,29.52,59.9,30.8,945,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:15 PM,64.6,27.3,29.52,59.2,30.2,899,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:20 PM,64.6,27.2,29.52,59.4,30.1,903,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:25 PM,64.6,27.1,29.52,59.2,30.0,894,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:30 PM,64.9,27.1,29.52,59.7,30.3,923,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:35 PM,64.8,27.1,29.53,59.5,30.1,906,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:40 PM,64.6,26.9,29.53,59.4,29.9,894,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:45 PM,64.7,26.9,29.52,59.4,29.9,899,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:50 PM,64.6,26.9,29.52,59.4,29.8,894,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:52:55 PM,64.7,27.1,29.52,59.4,30.0,901,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:00 PM,64.5,27.1,29.52,59.2,29.9,894,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:05 PM,64.5,27.2,29.52,59.2,30.0,899,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:10 PM,64.8,27.5,29.51,59.5,30.5,918,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:15 PM,64.3,27.8,29.51,59.0,30.3,899,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:20 PM,64.2,27.8,29.51,58.8,30.2,882,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:25 PM,64.1,27.6,29.51,58.8,30.0,877,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:30 PM,64.4,27.7,29.51,59.2,30.4,901,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:35 PM,64.9,28.0,29.50,59.5,31.0,940,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:40 PM,65.0,28.2,29.50,59.9,31.4,952,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:45 PM,64.9,28.2,29.50,59.7,31.2,942,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:50 PM,64.9,28.0,29.50,59.5,31.1,940,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:53:55 PM,64.9,27.9,29.50,59.5,31.0,942,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:00 PM,64.7,27.9,29.50,59.4,30.8,930,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:05 PM,64.6,27.6,29.50,59.4,30.5,920,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:10 PM,64.8,27.5,29.51,59.5,30.5,923,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:15 PM,65.1,27.4,29.51,59.7,30.7,942,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:20 PM,65.1,27.4,29.51,59.7,30.6,945,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:25 PM,65.2,27.2,29.51,59.9,30.6,947,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:30 PM,65.3,27.2,29.50,60.1,30.6,967,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:35 PM,65.3,27.3,29.51,60.1,30.8,959,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:40 PM,65.1,27.6,29.50,59.7,30.8,955,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:45 PM,64.9,27.8,29.51,59.5,30.8,930,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:50 PM,64.5,27.9,29.51,59.2,30.6,903,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:54:55 PM,64.6,28.1,29.50,59.2,30.8,918,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:00 PM,64.0,27.9,29.50,58.6,30.2,879,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:05 PM,64.1,27.7,29.50,58.8,30.1,891,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:10 PM,64.1,27.7,29.50,58.8,30.1,889,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:15 PM,64.1,27.8,29.50,58.8,30.2,891,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:20 PM,63.9,27.8,29.49,58.6,30.0,879,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:25 PM,64.0,27.9,29.49,58.6,30.1,891,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:30 PM,64.0,27.9,29.50,58.6,30.2,877,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:35 PM,63.9,27.8,29.49,58.6,30.0,891,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:40 PM,63.8,27.8,29.50,58.6,29.9,867,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:45 PM,63.9,28.1,29.49,58.6,30.3,894,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:50 PM,63.7,27.9,29.50,58.6,29.9,857,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:55:55 PM,63.8,27.8,29.51,58.6,29.9,860,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:00 PM,63.7,27.7,29.51,58.6,29.8,855,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:05 PM,63.7,27.7,29.50,58.6,29.8,857,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:10 PM,64.0,27.8,29.52,58.6,30.1,860,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:15 PM,64.2,28.1,29.51,59.0,30.6,894,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:20 PM,64.5,28.3,29.51,59.4,30.9,903,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:25 PM,64.5,28.3,29.51,59.4,30.9,899,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:30 PM,64.1,28.2,29.52,59.0,30.6,872,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:35 PM,64.4,28.1,29.51,59.0,30.6,894,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:40 PM,64.4,28.2,29.51,59.2,30.8,901,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:45 PM,64.2,28.1,29.52,59.0,30.6,882,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:50 PM,64.2,27.9,29.51,59.0,30.4,886,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:56:55 PM,64.4,28.0,29.51,59.2,30.6,903,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:00 PM,64.3,28.1,29.51,59.0,30.6,899,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:05 PM,64.1,28.1,29.51,58.8,30.4,879,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:10 PM,63.9,28.1,29.50,58.6,30.3,879,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:15 PM,63.8,28.1,29.49,58.6,30.2,877,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:20 PM,64.0,28.1,29.49,58.6,30.3,886,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:25 PM,63.9,28.0,29.50,58.6,30.2,882,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:30 PM,63.6,27.9,29.50,58.5,29.9,857,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:35 PM,63.5,27.9,29.51,58.3,29.7,835,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:40 PM,63.5,28.1,29.51,58.5,29.9,838,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:45 PM,64.1,28.1,29.51,58.8,30.4,879,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:50 PM,64.5,28.3,29.51,59.4,31.0,899,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:57:55 PM,64.8,28.6,29.51,59.7,31.4,925,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:00 PM,65.1,28.9,29.51,59.9,32.0,952,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:05 PM,65.1,29.2,29.51,59.9,32.2,952,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:10 PM,65.0,29.1,29.50,59.9,32.1,952,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:15 PM,65.1,29.2,29.50,59.9,32.2,962,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:20 PM,64.7,29.0,29.50,59.5,31.8,937,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:25 PM,64.9,29.1,29.49,59.7,32.0,952,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:30 PM,65.2,29.1,29.50,60.1,32.2,964,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:35 PM,65.7,29.0,29.49,60.8,32.6,1010,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:40 PM,65.4,28.9,29.49,60.3,32.3,989,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:45 PM,65.1,28.6,29.49,59.9,31.7,969,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:50 PM,65.2,28.3,29.49,60.1,31.6,974,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
2023-03-21 03:58:55 PM,64.8,28.2,29.48,59.7,31.2,957,session,"Session - Mar 21, 2023 3:29:11 PM",2023-03-21 03:29:11 PM 3:29:11 PM,00:38:42,,"902 NE Going St, Portland, OR 97211, USA","https://www.google.com/maps/search/?api=1&query=45.5561974,-122.6563426",
